,문서 번호,리뷰 데이터,Token,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
749,749,"재밌게봤다 OST때문인지 장면장면 더 애뜻하게 느껴진다
조금 뻔하고 억지인 부분이 있긴 하지만 이해할 수 있을 정도
왜 선재앓이 하는지 알겠다.. 비율이 깡패네 ㄷㄷ
키차이 때문인지 김혜윤 배우 보는데 자꾸 나코가 생각남 ㅎㅎ","['OST', '장면', '장면', '억지', '부분', '이해', '정도', '선재', '비율', '깡패', '차이', '김혜윤', '배우', '나코', '생각']",20,0.6771,"[(9, 0.22038263), (20, 0.67705214)]"
750,750,확실한 목적 의식을 가진 반복이 만들어내는 청량하고도 훌륭한 로맨스,"['목적', '의식', '반복', '청량', '로맨스']",13,0.5192,"[(0, 0.0192308), (1, 0.0192308), (2, 0.0192308), (3, 0.0192308), (4, 0.0192308), (5, 0.0192308), (6, 0.0192308), (7, 0.0192308), (8, 0.0192308), (9, 0.0192308), (10, 0.0192308), (11, 0.0192308), (12, 0.0192308), (13, 0.51922995), (14, 0.0192308), (15, 0.0192308), (16, 0.0192308), (17, 0.0192308), (18, 0.0192308), (19, 0.0192308), (20, 0.0192308), (21, 0.0192308), (22, 0.0192308), (23, 0.0192308), (24, 0.0192308), (25, 0.0192308)]"
751,751,선재야사랑해,"['선재', '사랑']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
752,752,변우석 3글자 말고는 딱히 건질 게 없었다. 여기저기 보이는 구멍들은 다른 걸로 메꿔질 게 없어서 너무 잘 보이는 게 흠.,"['변우석', '글자', '여기저기', '구멍']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
753,753,나도 이 드라마 좋아해 보고 싶다...,['드라마'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
754,754,"다고 의미없고 과장된 코믹씬들 때문에 별점을 낮출까 고민도 했지만, 사랑을 목표로 한 촘촘한 타임슬입 세계관과 로맨스 완성도에 만점을 주지 않을 수 없음.","['다고', '과장', '코믹', '별점', '민도', '사랑', '목표', '타임', '세계관', '로맨스', '완성도', '만점']",18,0.3708,"[(18, 0.37080434), (22, 0.24457505), (25, 0.20769364)]"
755,755,"10대부터 30대까지 다채롭게 보여주고 코믹씬 로맨스씬
수영에 아이돌에 운명적 사랑에 그시절 음악에 아련함에 데칼코마니 연출까지 이거 덕후가 좋아하는거 다 담았네 쌍방구원서사로 개성까지 챙김

240520-29, 0610","['코믹', '로맨스', '수영', '아이돌', '운명', '사랑', '시절', '음악', '데칼코마니', '연출', '쌍방', '구원', '서사', '개성']",6,0.4582,"[(2, 0.13384147), (6, 0.45816514), (15, 0.32757238)]"
756,756,풋풋한 로맨스,['로맨스'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
757,757,"간만에 마음이 도키도키
2024 올해의 드라마","['마음', '도키', '올해', '드라마']",7,0.3462,"[(0, 0.012820654), (1, 0.012820654), (2, 0.012820654), (3, 0.012820654), (4, 0.012820654), (5, 0.012820654), (6, 0.3461122), (7, 0.34619215), (8, 0.012820654), (9, 0.012820654), (10, 0.012820654), (11, 0.012820654), (12, 0.012820654), (13, 0.012820654), (14, 0.012820654), (15, 0.012820654), (16, 0.012820654), (17, 0.012820654), (18, 0.012820654), (19, 0.012820654), (20, 0.012820654), (21, 0.012820654), (22, 0.012820654), (23, 0.012820654), (24, 0.012820654), (25, 0.012820654)]"
758,758,"뻔한 설정과 스토리, 클리셰
설정 오류 다수
뇌빼고 보기는 좋음","['설정', '스토리', '클리셰', '설정', '오류', '수뇌']",17,0.5999,"[(8, 0.21544787), (17, 0.599936)]"
759,759,"아니 ... 나 진짜 로맨스 드라마 잘 안 본다고 ....
로코도 잘 안 보는데 ...
왜 보는 내내 나 계속 웃고 있냐고 ....
아직도 입꼬리 안 내려옴 ㅠ","['로맨스', '드라마', '로코', '입꼬리']",6,0.6795,"[(0, 0.012820811), (1, 0.012820811), (2, 0.012820811), (3, 0.012820811), (4, 0.012820811), (5, 0.012820811), (6, 0.6794797), (7, 0.012820811), (8, 0.012820811), (9, 0.012820811), (10, 0.012820811), (11, 0.012820811), (12, 0.012820811), (13, 0.012820811), (14, 0.012820811), (15, 0.012820811), (16, 0.012820811), (17, 0.012820811), (18, 0.012820811), (19, 0.012820811), (20, 0.012820811), (21, 0.012820811), (22, 0.012820811), (23, 0.012820811), (24, 0.012820811), (25, 0.012820811)]"
760,760,"쓰읍
그래도 사랑해",['사랑'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
761,761,"막회 아까워서 못보겠다고요 ㅠㅠㅠㅠ 난 여전히 직장인 사랑보다는 풋풋한 첫사랑물이 좋다 ㅎㅎ

울고 웃고 설레고 혼자 난리치던 드라마 ㅠㅠㅠ 나 k드라마 좋아했네..","['직장', '사랑', '사랑', '혼자', '난리', '드라마', '드라마']",10,0.6795,"[(0, 0.012820795), (1, 0.012820795), (2, 0.012820797), (3, 0.012820795), (4, 0.012820795), (5, 0.012820795), (6, 0.012820795), (7, 0.012820795), (8, 0.012820795), (9, 0.012820795), (10, 0.6794801), (11, 0.012820795), (12, 0.012820795), (13, 0.012820795), (14, 0.012820795), (15, 0.012820795), (16, 0.012820795), (17, 0.012820795), (18, 0.012820795), (19, 0.012820795), (20, 0.012820795), (21, 0.012820795), (22, 0.012820795), (23, 0.012820795), (24, 0.012820795), (25, 0.012820795)]"
762,762,나는 선재보다 태성이 💛,"['선재', '태성']",0,0.5192,"[(0, 0.5192301), (1, 0.019230792), (2, 0.019230792), (3, 0.019230792), (4, 0.019230792), (5, 0.019230792), (6, 0.019230792), (7, 0.019230792), (8, 0.019230792), (9, 0.019230792), (10, 0.019230792), (11, 0.019230792), (12, 0.019230792), (13, 0.019230792), (14, 0.019230792), (15, 0.019230792), (16, 0.019230792), (17, 0.019230792), (18, 0.019230792), (19, 0.019230792), (20, 0.019230792), (21, 0.019230792), (22, 0.019230792), (23, 0.019230792), (24, 0.019230792), (25, 0.019230792)]"
763,763,의외로 설레는 느낌보다는 그냥 변우석 개쩐다.. 라는 생각으로 봤음 나보다 엄마가 변우석한테 더 빠짐;; 이 유치한 드라마가 아줌마 마음도 훔친다는게.. 한층 더 변우석 개쩐다를 입증한 거 같음,"['의외', '느낌', '변우석', '생각', '엄마', '변우석', '드라마', '아줌마', '마음', '변우석', '입증']",22,0.5096,"[(6, 0.25961506), (22, 0.50961417)]"
764,764,"톱스타 연예인과 덕질하는 여자애 평범한 이야기인줄 알았지만, 반전의 반전.. 애틋하고 설레고 마음아프고 흔하지않은 청춘물이다 흡","['톱스타', '연예인', '여자', '이야기', '반전', '반전', '마음', '청춘']",25,0.8397,"[(25, 0.8397425)]"
765,765,"너는 아름다운 기억
누군가의 서툰 첫사랑
잊지마 너는 그렇게 찬란히 빛나","['기억', '사랑']",3,0.5192,"[(0, 0.019230787), (1, 0.019230787), (2, 0.019230787), (3, 0.5192303), (4, 0.019230787), (5, 0.019230787), (6, 0.019230787), (7, 0.019230787), (8, 0.019230787), (9, 0.019230787), (10, 0.019230787), (11, 0.019230787), (12, 0.019230787), (13, 0.019230787), (14, 0.019230787), (15, 0.019230787), (16, 0.019230787), (17, 0.019230787), (18, 0.019230787), (19, 0.019230787), (20, 0.019230787), (21, 0.019230787), (22, 0.019230787), (23, 0.019230787), (24, 0.019230787), (25, 0.019230787)]"
766,766,"간만에 풋풋한 사랑을 느꼈다. 백투더 2000년초는 정말 기억이 새록새록 좋았다.
중반 이 후 핵심 이야기가 지루해해진건 16화라는 긴 드라마가 갖고있는 흠.","['사랑', '기억', '중반', '핵심', '이야기', '드라마']",24,0.2723,"[(1, 0.25961363), (3, 0.24690232), (24, 0.27232897)]"
767,767,송건희 멋지다,['건희'],16,0.5192,"[(0, 0.019230913), (1, 0.019230913), (2, 0.019230913), (3, 0.019230913), (4, 0.019230913), (5, 0.019230913), (6, 0.019230913), (7, 0.019230913), (8, 0.019230913), (9, 0.019230913), (10, 0.019230913), (11, 0.019230913), (12, 0.019230913), (13, 0.019230913), (14, 0.019230913), (15, 0.019230913), (16, 0.51922715), (17, 0.019230913), (18, 0.019230913), (19, 0.019230913), (20, 0.019230913), (21, 0.019230913), (22, 0.019230913), (23, 0.019230913), (24, 0.019230913), (25, 0.019230913)]"
768,768,"전지적 K드라마 시점
아직도 설레이는 드라마가 남아있구나","['전지', '드라마', '시점', '드라마']",7,0.5192,"[(0, 0.019230917), (1, 0.019230917), (2, 0.019230917), (3, 0.019230917), (4, 0.019230917), (5, 0.019230917), (6, 0.019230917), (7, 0.519227), (8, 0.019230917), (9, 0.019230917), (10, 0.019230917), (11, 0.019230917), (12, 0.019230917), (13, 0.019230917), (14, 0.019230917), (15, 0.019230917), (16, 0.019230917), (17, 0.019230917), (18, 0.019230917), (19, 0.019230917), (20, 0.019230917), (21, 0.019230917), (22, 0.019230917), (23, 0.019230917), (24, 0.019230917), (25, 0.019230917)]"
769,769,빨리 시계 더 가져와라 ㅠㅠ,['시계'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
770,770,6화에서 하차...,['하차'],21,0.5192,"[(0, 0.019230803), (1, 0.019230803), (2, 0.019230803), (3, 0.019230803), (4, 0.019230803), (5, 0.019230803), (6, 0.019230803), (7, 0.019230803), (8, 0.019230803), (9, 0.019230803), (10, 0.019230803), (11, 0.019230803), (12, 0.019230803), (13, 0.019230803), (14, 0.019230803), (15, 0.019230803), (16, 0.019230803), (17, 0.019230803), (18, 0.019230803), (19, 0.019230803), (20, 0.019230803), (21, 0.5192299), (22, 0.019230803), (23, 0.019230803), (24, 0.019230803), (25, 0.019230803)]"
771,771,선재 보면서 월요일 기다렸다..힐링드라마,"['선재', '월요일', '힐링', '드라마']",5,0.5192,"[(0, 0.019230833), (1, 0.019230833), (2, 0.019230833), (3, 0.019230833), (4, 0.019230833), (5, 0.5192292), (6, 0.019230833), (7, 0.019230833), (8, 0.019230833), (9, 0.019230833), (10, 0.019230833), (11, 0.019230833), (12, 0.019230833), (13, 0.019230833), (14, 0.019230833), (15, 0.019230833), (16, 0.019230833), (17, 0.019230833), (18, 0.019230833), (19, 0.019230833), (20, 0.019230833), (21, 0.019230833), (22, 0.019230833), (23, 0.019230833), (24, 0.019230833), (25, 0.019230833)]"
772,772,"청춘을 떠올려서 흐뭇하게 보게되는 것 같다.
스며들듯 선재에게 빠져있는 나를 발견","['청춘', '선재', '발견']",9,0.3462,"[(0, 0.012820628), (1, 0.012820628), (2, 0.012820628), (3, 0.012820628), (4, 0.012820628), (5, 0.012820628), (6, 0.012820628), (7, 0.012820628), (8, 0.012820628), (9, 0.34615603), (10, 0.012820628), (11, 0.3461489), (12, 0.012820628), (13, 0.012820628), (14, 0.012820628), (15, 0.012820628), (16, 0.012820628), (17, 0.012820628), (18, 0.012820628), (19, 0.012820628), (20, 0.012820628), (21, 0.012820628), (22, 0.012820628), (23, 0.012820628), (24, 0.012820628), (25, 0.012820628)]"
773,773,솔의 사랑이 개연성이다,"['사랑', '개연']",22,0.5192,"[(0, 0.019230813), (1, 0.019230813), (2, 0.019230813), (3, 0.019230813), (4, 0.019230813), (5, 0.019230813), (6, 0.019230813), (7, 0.019230813), (8, 0.019230813), (9, 0.019230813), (10, 0.019230813), (11, 0.019230813), (12, 0.019230813), (13, 0.019230813), (14, 0.019230813), (15, 0.019230813), (16, 0.019230813), (17, 0.019230813), (18, 0.019230813), (19, 0.019230813), (20, 0.019230813), (21, 0.019230813), (22, 0.51922965), (23, 0.019230813), (24, 0.019230813), (25, 0.019230813)]"
774,774,선재야 사랑해.. 근데 넌 솔이를 사랑했으면 좋겠어..,"['선재', '사랑', '사랑']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
775,775,35살 아줌마가 20살 남자애랑 꽁냥꽁냥 한다고 생각하니 징그럽다,"['아줌마', '남자', '생각']",20,0.5192,"[(0, 0.019230831), (1, 0.019230831), (2, 0.019230831), (3, 0.019230831), (4, 0.019230831), (5, 0.019230831), (6, 0.019230831), (7, 0.019230831), (8, 0.019230831), (9, 0.019230831), (10, 0.019230831), (11, 0.019230831), (12, 0.019230831), (13, 0.019230831), (14, 0.019230831), (15, 0.019230831), (16, 0.019230831), (17, 0.019230831), (18, 0.019230831), (19, 0.019230831), (20, 0.5192292), (21, 0.019230831), (22, 0.019230831), (23, 0.019230831), (24, 0.019230831), (25, 0.019230831)]"
776,776,"재밌었지만
하반신 마비를 불행 소재로만 사용하고…
뒷심이 떨어짐…","['하반신', '마비', '불행', '소재', '사용', '뒷심']",20,0.5096,"[(18, 0.25961363), (20, 0.50961256)]"
777,777,"대단한 인기에 비해 남주가 연기를 너무 못해서 충격..!
게다가 스토리에 디테일이 너무 떨어져서 2차 충격..!
그치만 좋은 캐릭터, 관객들 취향 저격하는 2000년대 감성, 여주의 역량 등이 빛을 발했다.","['인기', '남주', '연기', '충격', '스토리', '디테일', '충격', '캐릭터', '관객', '취향', '저격', '감성', '여주', '역량']",23,0.5088,"[(11, 0.3988677), (23, 0.5088235)]"
778,778,어설프지만 탄탄하고 유치하지만 끌고 가는 힘이 있는 말랑말랑 두근두근 청춘 회귀물 2편,"['청춘', '회귀']",9,0.3462,"[(0, 0.012820609), (1, 0.012820609), (2, 0.012820609), (3, 0.012820609), (4, 0.012820609), (5, 0.012820609), (6, 0.012820609), (7, 0.012820609), (8, 0.012820609), (9, 0.3461555), (10, 0.012820609), (11, 0.012820609), (12, 0.012820609), (13, 0.012820609), (14, 0.012820609), (15, 0.012820609), (16, 0.012820609), (17, 0.012820609), (18, 0.012820609), (19, 0.3461499), (20, 0.012820609), (21, 0.012820609), (22, 0.012820609), (23, 0.012820609), (24, 0.012820609), (25, 0.012820609)]"
779,779,오랫만에 뻔하지만 보는내내 마음이 몽글몽글해진 드라마,"['오랫만', '마음', '드라마']",6,0.5192,"[(0, 0.019230803), (1, 0.019230803), (2, 0.019230803), (3, 0.019230803), (4, 0.019230803), (5, 0.019230803), (6, 0.5192299), (7, 0.019230803), (8, 0.019230803), (9, 0.019230803), (10, 0.019230803), (11, 0.019230803), (12, 0.019230803), (13, 0.019230803), (14, 0.019230803), (15, 0.019230803), (16, 0.019230803), (17, 0.019230803), (18, 0.019230803), (19, 0.019230803), (20, 0.019230803), (21, 0.019230803), (22, 0.019230803), (23, 0.019230803), (24, 0.019230803), (25, 0.019230803)]"
780,780,선재야 ㅜㅠ,['선재'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
781,781,"""기억은 사라지는것이 아니여 살면서 보고 느끼는 수만가지 기억들이 다 어디로가겠냐 다 내영혼에 스미는거여 그래서 내머리는잊어도 내 영혼은 다 간직하고 있제~""

선재가 현실에 있을수없어서 오히려 만화같았지만,
그래도 현실적이지 않기에 푹 빠진 드라마","['기억', '가지', '기억', '영혼', '머리', '영혼', '간직', '선재', '현실', '만화', '현실', '드라마']",3,0.9038,"[(3, 0.9038455)]"
782,782,시간을 겪어낸 우리는,['시간'],19,0.5192,"[(0, 0.019230856), (1, 0.019230856), (2, 0.019230856), (3, 0.019230856), (4, 0.019230856), (5, 0.019230856), (6, 0.019230856), (7, 0.019230856), (8, 0.019230856), (9, 0.019230856), (10, 0.019230856), (11, 0.019230856), (12, 0.019230856), (13, 0.019230856), (14, 0.019230856), (15, 0.019230856), (16, 0.019230856), (17, 0.019230856), (18, 0.019230856), (19, 0.5192286), (20, 0.019230856), (21, 0.019230856), (22, 0.019230856), (23, 0.019230856), (24, 0.019230856), (25, 0.019230856)]"
783,783,선재야!!!!!!!!!!!!!!,['재야'],17,0.5192,"[(0, 0.019230789), (1, 0.019230789), (2, 0.019230789), (3, 0.019230789), (4, 0.019230789), (5, 0.019230789), (6, 0.019230789), (7, 0.019230789), (8, 0.019230789), (9, 0.019230789), (10, 0.019230789), (11, 0.019230789), (12, 0.019230789), (13, 0.019230789), (14, 0.019230789), (15, 0.019230789), (16, 0.019230789), (17, 0.51923025), (18, 0.019230789), (19, 0.019230789), (20, 0.019230789), (21, 0.019230789), (22, 0.019230789), (23, 0.019230789), (24, 0.019230789), (25, 0.019230789)]"
